"business_id","name","city","state","postal_code","latitude","longitude","average_stars","review_count","categories","WiFi","BikeParking","BusinessParking","BusinessAcceptsCreditCards","RestaurantsReservations","Caters","OutdoorSeating","RestaurantsGoodForGroups","price","Ambience","HasTV","Alcohol","GoodForMeal","RestaurantsTakeOut","NoiseLevel","RestaurantsAttire","RestaurantsDelivery","GoodForKids"
"BU6FTbHe38g3Enbi077fVA","QDOBA Mexican Eats","Cambridge","MA","02138",42.3726375678,-71.1170454919,3,65,"Fast Food, Restaurants, Mexican, Event Planning & Services, Caterers","'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","False","True",1,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","True","True"
"NX8WBpVwNSTllSWhr-J48A","Villa Fresh Italian Kitchen","Cambridge","MA","02141",42.3674404,-71.0765653,2,6,"Italian, Restaurants","u'no'",NA,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}","True","False","True","True","True",2,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","u'none'",NA,"True","u'loud'","u'casual'","False","True"
"XDv29FffNd2dWnDOtZP-wg","Sapporo Ramen","Cambridge","MA","02140",42.3872124,-71.1185319,3.5,635,"Ramen, Restaurants, Japanese","u'no'","True","{'garage': False, 'street': True, 'validated': True, 'lot': True, 'valet': False}","True","False","False","True","False",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","False","'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","True","True"
"1dGQF0sqCghhOntdkcyycw","Nine Tastes","Cambridge","MA","02138",42.3719640544,-71.1205061022,3,362,"Asian Fusion, Food, Restaurants, Ethnic Food, Specialty Food, Thai","u'free'","True","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","True","False","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}","False","u'beer_and_wine'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","True","True"
"XjHwaC53U_xSyAL5-APIVw","Tamarind Bay","Cambridge","MA","02138",42.3721091,-71.1203422,3.5,157,"Pakistani, Indian, Restaurants","u'no'",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True",NA,"False","False",2,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","'full_bar'",NA,"True","u'average'","'casual'","True","False"
"r-3DpUzdVY0Lo4hA6Ifyuw","Sunny's Diner","Cambridge","MA","02139",42.3616074,-71.0981471,4,64,"Restaurants, Diners, Breakfast & Brunch","u'no'",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","False","False","False",1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'classy': False, 'casual': True}","False","u'none'",NA,"True","u'average'","'casual'","False","False"
"RaUWW06DPd7WJ3U5mtFZRQ","MC2 American Bistro","Cambridge","MA","02238",42.3625436,-71.0847607,3.5,18,"American (Traditional), Restaurants","u'no'",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True",NA,"False","True",2,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","u'full_bar'",NA,"False","u'quiet'","'casual'","True","True"
"QJ5N-MV8qDIiKTAwMR9Wfg","Velozo's Food Service","Cambridge","MA","02138",42.3778405,-71.1142705936,4.5,11,"Restaurants, Food Stands","u'no'","False",NA,"True","False",NA,"False","True",1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'quiet'","u'casual'","False","True"
"Gz48AcJa_iMyHmA96vxwWA","Taco Bell","Cambridge","MA","02141",42.36705,-71.076034,3.5,33,"Fast Food, Mexican, Restaurants, Tex-Mex","u'free'","True","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}","True","False","False","True","True",1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","True","u'none'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'very_loud'","u'casual'","True","True"
"HvOmnemslTpP0_SwHwTucQ","Mike's Pastry","Cambridge","MA","02138",42.3729986,-71.1191213,4,370,"Patisserie/Cake Shop, Bakeries, Food, Restaurants, Desserts, Cupcakes","u'no'","True","{'garage': None, 'street': True, 'validated': False, 'lot': True, 'valet': False}","True","False","True","False","False",1,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","'none'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","True","True"
"8WV0DdNJ7qnl5ueEPjo-2g","Saladworks","Cambridge","MA","02141",42.3681263,-71.076239,2.5,24,"Food, American (Traditional), American (New), Restaurants, Soup, Salad, Specialty Food, Fast Food, Fruits & Veggies, Vegetarian, Sandwiches","u'free'",NA,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}","True","False","False","False","True",2,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","False","u'none'",NA,"True","u'very_loud'","u'casual'","True","True"
"eLDNfCckkr2_H8V7Yll12w","MONROE Nightclub","Cambridge","MA","02139",42.3634244,-71.1012961,2.5,13,"Restaurants, American (New), Bars, Lounges, Burgers, Cocktail Bars, Nightlife, Dance Clubs","u'free'","True","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}","True","True","True","True","True",2,NA,"True","u'full_bar'",NA,"True",NA,"u'casual'","False","False"
"oxmZUKcbHaTR30DydXNDtQ","The Rising","Cambridge","MA","02139",42.3731135,-71.0969151,4,95,"American (Traditional), Sports Bars, Bars, Irish Pub, Restaurants, Nightlife, Gastropubs, Irish, Cocktail Bars","u'free'","False","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","False","False","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","u'full_bar'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'loud'","u'casual'","False","False"
"k2mY_ctP9EIZ8XIqNIvNBQ","Oath Pizza - Central Square","Cambridge","MA","02139",42.3611935121,-71.0962072254,3.5,100,"Pizza, Restaurants, Food, Desserts, Vegan, Breakfast & Brunch, Salad","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","None","True",2,"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}","False","u'beer_and_wine'","{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}","True","u'average'","'casual'","True","True"
"l31prq6BJDInY_yekvqIaw","Frank's Steak House","Cambridge","MA","02140",42.3953525,-71.1281909,3.5,289,"Restaurants, Steakhouses","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","False","False","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","'full_bar'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","False","True"
"qhz_ypl5rVzP-sJ-7t6ctw","The Field","Cambridge","MA","02139",42.3657738363,-71.1035370827,3.5,309,"Pubs, Restaurants, Bars, Sandwiches, Nightlife, Burgers","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","False","False","False","True","True",1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","'full_bar'","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","False","u'average'","'casual'","False","False"
"QquRjeL-9ViL_u44j-4Q_A","Seoul Food","Cambridge","MA","02140",42.3851849,-71.1190991,3,53,"Restaurants, Korean",NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False",NA,"False","False",2,NA,NA,"u'none'",NA,"True",NA,"'casual'","False","False"
"PYu3xihg9vOD1zG15-oFPw","B.GOOD","Cambridge","MA","02138",42.372666,-71.121371,3.5,131,"Restaurants, Salad, Juice Bars & Smoothies, Food, Burgers, Breakfast & Brunch, Sandwiches, American (New)","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","True","True",2,"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}","False","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'average'","u'casual'","True","True"
"tGDBuCTe1rvM1KzQ9PG5RQ","Cakes By Terri","Cambridge","MA","02141",42.3679692,-71.082775,5,74,"Custom Cakes, Restaurants, Cupcakes, Food, Bakeries, Desserts",NA,"True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","False",NA,NA,NA,NA,1,NA,NA,NA,NA,"True",NA,NA,"False",NA
"GvqBVs9daMVjiH27lwRNUQ","Kendall Kitchen","Cambridge","MA","02139",42.3661103,-71.0923724,4,61,"Salad, Italian, Sandwiches, Pizza, Vegetarian, Restaurants","u'free'","True","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","True","True",1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","False","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","True","True"
"rprCkl8bCe_rA9Yj92hHOQ","Shabu-Ya","Cambridge","MA","02138",42.372075,-71.1208551,3,202,"Japanese, Restaurants, Korean","u'no'",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","True","False","True",2,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': True}","True","u'full_bar'",NA,"True","u'average'","u'casual'","True","True"
"5yeNbEcSGwlW8vKEmX9wqQ","Playska","Cambridge","MA","02139",42.3741091101,-71.1011130363,4,24,"Sandwiches, Modern European, Restaurants, Polish",NA,"True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False",NA,"False","False",1,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","False","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'quiet'","u'casual'","False","True"
"qw5gR8vW7mSOK4VROSwdMA","Veggie Galaxy","Cambridge","MA","02139",42.3636681909,-71.1011349697,4,1271,"Sandwiches, Desserts, Diners, Burgers, American (New), Gluten-Free, Restaurants, Breakfast & Brunch, Comfort Food, Vegan, Food, Vegetarian, Bakeries, American (Traditional)","u'free'","True","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","False","True",2,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","False","u'beer_and_wine'","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}","True","u'average'","u'casual'","True","True"
"BAC-9njvQzG9KekYJ2cEWg","Darwin's","Cambridge","MA","02138",42.3749796167,-71.1095796911,3.5,326,"Sandwiches, Burgers, Restaurants, Breakfast & Brunch, Coffee & Tea, Food","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","False","False","True",2,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","False","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}","True","u'average'","'casual'","False","True"
"XnRs0pcBX5mhYGN9doC1Lw","Paddy's Lunch","Cambridge","MA","02138",42.3859706,-71.1311349,4.5,31,"American (Traditional), Pubs, Bars, Nightlife, American (New), Restaurants","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","False","False","False","False","True",1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","'full_bar'",NA,"False","u'loud'","'casual'","False","False"
"Hk1ik9yKTlBoRtK98ABADg","Small Plates Restaurant","Cambridge","MA","02138",42.378296,-71.130446,3.5,88,"Restaurants, Tapas/Small Plates, Tapas Bars",NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True",NA,"True","True",2,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","'beer_and_wine'",NA,"False","u'quiet'","'casual'","False","False"
"Wr1zxhdfq63b9LY9n7RhYg","Zigo","Cambridge","MA","02142",42.3662019,-71.086068,3,7,"Sandwiches, Convenience Stores, Food, Restaurants",NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","True","False",NA,"False","True",2,NA,NA,"u'none'",NA,"True",NA,"'casual'","False","True"
"WYnXpXym2DMtwchDcbilmg","Area Four","Cambridge","MA","02139",42.363073,-71.0924589,4,938,"Food, Coffee & Tea, Nightlife, American (Traditional), Restaurants, Breakfast & Brunch, Pizza, Cafes, Bakeries, Diners, Bars","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","True","True","True",2,"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}","True","u'full_bar'","{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': None, 'brunch': True, 'breakfast': None}","True","u'average'","u'casual'","True","True"
"0tEK9_1kztev13eaqzsJsw","Al's Tech Square Cafe","Cambridge","MA","02139",42.3631002974,-71.0932013804,4,37,"Soup, Restaurants, Delis, Sandwiches, Salad","u'free'","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","True","False","True","False","False",1,"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}","False","'none'","{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': None}","True","u'quiet'","'casual'","None","True"
"7kMln0CixCzKJ-kNajoAKQ","Savory Food Truck","Cambridge","MA","02138",42.3803274,-71.1389101,2.5,10,"Restaurants, Food, Food Trucks, Chinese","'no'","True",NA,"False","False",NA,"False","True",1,NA,NA,NA,NA,"True",NA,"'casual'","False","True"
"UZJ361wkdyZfxWax3oc3rg","Brookline Lunch","Cambridge","MA","02139",42.3637641,-71.1017365,4,493,"Breakfast & Brunch, Diners, Restaurants, Middle Eastern","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","False","False","False","None","True",1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","'none'","{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': False, 'brunch': True, 'breakfast': True}","True","u'average'","'casual'","None","True"
"HvtGWqaCdnE8k9PEVzhXKg","Casa Portugal","Cambridge","MA","02139",42.3731263,-71.0973866,3.5,213,"Seafood, Portuguese, Restaurants","u'free'","False","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","False","False","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","'full_bar'","{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'quiet'","'casual'","False","True"
"euggoNn7xhwZqrhqfDl6Rw","Ryles","Cambridge","MA","02139",42.3732108,-71.1004446,3.5,172,"Barbeque, Jazz & Blues, American (Traditional), Music Venues, Nightlife, Arts & Entertainment, Breakfast & Brunch, Restaurants","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","False","False","True",2,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","False","'full_bar'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","False","False"
"ZlgAVJ6x5PifqVVAKiNpYg","Cafe Spice","Cambridge","MA","02139",42.359014,-71.0947224,2.5,22,"Indian, Cafes, Pakistani, Restaurants, Fast Food",NA,"True",NA,"True","False","False",NA,"True",1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","u'none'",NA,"True",NA,"'casual'","False","True"
"vjx_lLRImGPZCu_B7arMOw","Izzy's Restaurant & Sub Shop","Cambridge","MA","02139",42.3662856,-71.0955751,4.5,147,"Restaurants, Puerto Rican, Latin American, Caribbean, Sandwiches, American (Traditional)","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","False","True",1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","True","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","False","True"
"kUrvoceeRb9q4WmunB_1SA","The Village Kitchen","Cambridge","MA","02138",42.3813843,-71.1384718,4.5,135,"Italian, Pizza, Restaurants, Halal, Sandwiches","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","False","False","True","True","False",2,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","False","'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'quiet'","'casual'","False","True"
"clXIGAlc9gwsSPp-1Iyihw","Beantowne Coffee","Cambridge","MA","02139",42.367014,-71.090496,3.5,93,"Breakfast & Brunch, Sandwiches, Bagels, Restaurants, Coffee & Tea, Food","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","True","True",1,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","False","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}","True","u'average'","u'casual'","False","True"
"V3gTJw0sjXvXKMRt3vCzmg","Wit's End","Cambridge","MA","02139",42.3733225,-71.0984103,4,86,"Nightlife, American (Traditional), Tapas/Small Plates, Restaurants, Mexican, Food, Bars, Gastropubs, Cocktail Bars, American (New), Desserts, Tacos","u'free'",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","True","True",NA,"False","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","True","'full_bar'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","True",NA,"'casual'","True","True"
"is_3J5wgSNx142iNaNrSHQ","Boloco Harvard","Cambridge","MA","02138",42.372163,-71.118239,3.5,166,"Juice Bars & Smoothies, American (New), Food, Mexican, Fast Food, Restaurants","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","True","True",1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","'none'",NA,"True","u'average'","'casual'","True","True"
"-pu1QGWFljkTl7orQxvXWQ","Bytes At University Park","Cambridge","MA","02139",42.3609187,-71.1012956,4.5,41,"Delis, Restaurants","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","True","False",1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","True","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}","True","u'quiet'","'casual'","True","True"
"OP2buTNfs_ne8f1he1i6cA","Clover Food Lab","Cambridge","MA","02141",42.3731576,-71.0950626,4,137,"Desserts, Sandwiches, American (New), Breakfast & Brunch, Vegetarian, Cafes, Food, Restaurants, Fast Food, Food Delivery Services, Salad, Coffee & Tea","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","False","True",1,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}","False","u'beer_and_wine'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'average'","u'casual'","False","True"
"7QPpJWjpXm9-c3O4wkD3cg","Mona Lisa Pizza &  Grill","Cambridge","MA","02138",42.3749024,-71.1091534,3.5,72,"Restaurants, Pizza","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","False","False","True",1,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","True","True"
"yi93cZ01R1mnQwLhyvqJ4A","The Swan","Cambridge","MA","02141",42.367665,-71.0911613,3.5,7,"Restaurants",NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","True",NA,NA,NA,"True",2,NA,NA,"u'full_bar'",NA,NA,NA,"'casual'",NA,NA
"TIluXSgqGvtG_0OGDPbw8w","WUBurger Gourmet","Cambridge","MA","02139",42.372973,-71.0961333,4.5,45,"Nightlife, Beer Bar, Salad, Burgers, Sandwiches, Bars, Restaurants","'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","False","True",2,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","u'full_bar'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'average'","u'casual'","False","True"
"aDZFoFGgT1woBhD-zkIoLA","Subway","Cambridge","MA","02138",42.372494,-71.119633,2.5,27,"Sandwiches, Fast Food, Restaurants","u'no'","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","True","False",NA,"False","False",1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'average'","u'casual'","True","True"
"ovXAahKx5wIrqSIfBgI5Pg","Cafe Dilara","Cambridge","MA","02141",42.372297,-71.087016,2,63,"Italian, Mediterranean, Restaurants, Pizza","u'paid'",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","False","False",1,NA,"True","u'none'",NA,"True","u'very_loud'","u'casual'","True","False"
"9qCjkJvgnpzOjKLodDEMxw","Moody's Falafel Palace","Cambridge","MA","02139",42.3654252602,-71.1057489761,3.5,528,"Mediterranean, Restaurants, Vegetarian, Middle Eastern, Fast Food, Falafel","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","False","False","False","False","False",1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","False","'none'","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","False","True"
"DPjlSCyNOFUtS60VDK2eWg","Clover Food Lab","Cambridge","MA","02139",42.3639929461,-71.1015986184,4,190,"Food, Fast Food, Sandwiches, Nightlife, Cafes, Vegetarian, American (New), Coffee & Tea, Restaurants","'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","True","True",1,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","False","u'beer_and_wine'","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}","True","u'average'","'casual'","False","True"
"5kegZHJdcscpSfc5AB_Ccw","Tamarind House","Cambridge","MA","02140",42.3859366,-71.119626,3.5,145,"Restaurants, Thai, Sushi Bars","u'no'",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","True","False","True",2,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","False","u'beer_and_wine'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","True","True"
"x2XYAMo3tW3DjPawi4pGdg","Rafiki Bistro","Cambridge","MA","02138",42.382506,-71.1198379,3.5,139,"American (New), Restaurants, French","u'no'",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","False","False","False",2,"{'romantic': False, 'intimate': True, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': True}","True","u'full_bar'",NA,"False","u'average'","u'casual'","False","False"
"WFq2lgglSCBETcfoedvbzA","Roxy's Grilled Cheese","Cambridge","MA","02139",42.3620628594,-71.0983939469,4,117,"Sandwiches, Hot Dogs, Burgers, Restaurants, Soup","'free'","True","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","True","True",2,"{'touristy': None, 'hipster': True, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}","False","u'none'","{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","True","True"
